product_id,product_name,category,price,cost,stock_quantity,supplier
PRD_072,Energy Efficient Steam Iron,Home Appliances,193.57,133.2,173,AO Business
PRD_073,Multi-Use Vacuum Cleaner,Home Appliances,120.8,78.42,343,AO Business
PRD_074,Stainless Steel Kettle,Home Appliances,291.89,197.13,317,Appliance House
PRD_075,Multi-Use Fan Heater,Home Appliances,288.09,142.38,47,Appliance House
PRD_076,Stainless Steel Dehumidifier,Home Appliances,344.85,218.42,74,Bosch Trade Supply
PRD_077,Energy Efficient Microwave,Home Appliances,162.61,103.9,199,Bosch Trade Supply
PRD_078,Deluxe Vacuum Cleaner,Home Appliances,188.19,98.46,5,AO Business
PRD_079,Multi-Use Coffee Machine,Home Appliances,279.08,143.91,530,Bosch Trade Supply
PRD_080,Stainless Steel Coffee Machine,Home Appliances,46.06,24.17,124,Bosch Trade Supply
PRD_081,Non-Stick Baking Tray,Kitchen,147.01,82.88,431,Premier Housewares
PRD_082,Bamboo Frying Pan,Kitchen,160.27,94.73,552,Nisbets
PRD_083,Chef's Knife Set,Kitchen,189.97,105.43,70,Nisbets
PRD_084,Cast Iron Food Processor,Kitchen,145.75,107.11,204,Nisbets
PRD_085,Stainless Steel Blender,Kitchen,121.83,63.54,484,Nisbets
PRD_086,Heavy Duty Mixing Bowl,Kitchen,111.5,57.47,262,Premier Housewares
PRD_087,Chef's Chopping Board,Kitchen,40.19,25.41,117,Lakeland Trade
PRD_088,Compact Food Processor,Kitchen,183.64,88.59,26,Premier Housewares
PRD_089,Bamboo Chopping Board,Kitchen,113.63,82.09,384,KitchenCraft Wholesale
PRD_090,Cast Iron Frying Pan,Kitchen,179.45,91.43,248,Nisbets
PRD_091,Non-Stick Measuring Jug,Kitchen,135.48,73.22,123,ProCook Trade
PRD_092,Non-Stick Knife Set,Kitchen,150.86,83.6,438,Premier Housewares
PRD_093,Non-Stick Food Processor,Kitchen,22.4,14.43,12,KitchenCraft Wholesale
PRD_094,Family Size Frying Pan,Kitchen,158.01,76.11,370,KitchenCraft Wholesale
PRD_095,Bamboo Food Processor,Kitchen,137.31,79.73,534,Premier Housewares
PRD_096,Cast Iron Baking Tray,Kitchen,120.85,87.72,495,KitchenCraft Wholesale
PRD_097,Glass Storage Container Set,Kitchen,88.39,59.16,274,Premier Housewares
PRD_098,Chef's Blender,Kitchen,163.3,114.18,88,Premier Housewares
PRD_099,Glass Knife Set,Kitchen,168.68,88.25,475,ProCook Trade
PRD_100,Professional Storage Container Set,Kitchen,119.85,67.56,29,KitchenCraft Wholesale
PRD_101,Family Size Measuring Jug,Kitchen,163.16,82.32,217,Premier Housewares
PRD_102,Compact Chopping Board,Kitchen,153.6,84.8,282,ProCook Trade
PRD_103,Non-Stick Blender,Kitchen,11.82,8.68,87,Lakeland Trade
PRD_104,Stainless Steel Chopping Board,Kitchen,139.6,83.28,246,KitchenCraft Wholesale
PRD_105,Stainless Steel Baking Tray,Kitchen,126.25,75.4,17,Nisbets
PRD_106,Glass Baking Tray,Kitchen,62.95,35.96,249,Premier Housewares
PRD_107,Compact Mixing Bowl,Kitchen,129.5,72.61,566,ProCook Trade
PRD_108,Professional Baking Tray,Kitchen,71.87,53.83,563,Premier Housewares
PRD_109,Cast Iron Knife Set,Kitchen,73.32,42.97,313,Premier Housewares
PRD_110,Compact Baking Tray,Kitchen,51.49,34.31,323,Nisbets
PRD_111,Cast Iron Blender,Kitchen,143.71,105.66,189,Lakeland Trade
PRD_112,Stainless Steel Measuring Jug,Kitchen,48.94,29.13,537,ProCook Trade
PRD_113,Family Size Food Processor,Kitchen,60.93,29.26,198,Premier Housewares
PRD_114,Family Size Mixing Bowl,Kitchen,50.94,25.67,14,ProCook Trade
PRD_115,Compact Knife Set,Kitchen,32.77,15.19,55,ProCook Trade
PRD_116,Cast Iron Mixing Bowl,Kitchen,62.57,45.88,502,Nisbets
PRD_117,Bamboo Baking Tray,Kitchen,167.08,103.96,480,KitchenCraft Wholesale
PRD_118,Heavy Duty Blender,Kitchen,89.27,45.11,52,Premier Housewares
PRD_119,Chef's Frying Pan,Kitchen,179.38,106.43,66,KitchenCraft Wholesale
PRD_120,Bamboo Measuring Jug,Kitchen,98.5,61.38,54,Lakeland Trade
PRD_121,Lightweight Dumbbell Set,Sports & Outdoors,230.1,116.07,599,Sports Direct Trade
PRD_122,Lightweight Sleeping Bag,Sports & Outdoors,163.43,97.65,93,Sports Direct Trade
PRD_123,All-Weather Hiking Pole,Sports & Outdoors,95.46,52.5,107,Adidas Wholesale
PRD_124,Pro Running Backpack,Sports & Outdoors,91.15,59.99,295,Sports Direct Trade
PRD_125,Performance Water Bottle,Sports & Outdoors,205.81,126.58,465,Nike Team Sales
PRD_126,Foldable Fitness Tracker Strap,Sports & Outdoors,87.53,47.88,413,Mountain Warehouse Trade
PRD_127,Pro Dumbbell Set,Sports & Outdoors,208.5,93.9,555,Sports Direct Trade
PRD_128,Adjustable Sleeping Bag,Sports & Outdoors,110.93,56.16,370,Mountain Warehouse Trade
PRD_129,Performance Yoga Mat,Sports & Outdoors,192.27,122.6,52,Adidas Wholesale
PRD_130,Waterproof Yoga Mat,Sports & Outdoors,76.28,37.32,294,Sports Direct Trade
PRD_131,Trail Camping Chair,Sports & Outdoors,221.75,132.03,29,Mountain Warehouse Trade
PRD_132,Performance Resistance Band Set,Sports & Outdoors,202.43,134.2,318,Mountain Warehouse Trade
PRD_133,Trail Sleeping Bag,Sports & Outdoors,16.23,9.29,230,Nike Team Sales
PRD_134,Training Resistance Band Set,Sports & Outdoors,122.35,59.37,157,Sports Direct Trade
PRD_135,All-Weather Cycling Helmet,Sports & Outdoors,234.03,125.8,279,Sports Direct Trade
PRD_136,Performance Dumbbell Set,Sports & Outdoors,210.82,156.87,249,Sports Direct Trade
PRD_137,Trail Dumbbell Set,Sports & Outdoors,143.64,81.17,520,Adidas Wholesale
PRD_138,Waterproof Water Bottle,Sports & Outdoors,217.76,116.04,424,Decathlon Pro
PRD_139,Lightweight Yoga Mat,Sports & Outdoors,234.41,141.19,2,Decathlon Pro
PRD_140,Pro Camping Chair,Sports & Outdoors,185.06,129.77,593,Sports Direct Trade
PRD_141,All-Weather Camping Chair,Sports & Outdoors,218.06,127.34,495,Decathlon Pro
PRD_142,Pro Water Bottle,Sports & Outdoors,91.78,62.31,386,Sports Direct Trade
PRD_143,Pro Resistance Band Set,Sports & Outdoors,234.08,166.4,244,Mountain Warehouse Trade
PRD_144,Adjustable Running Backpack,Sports & Outdoors,103.75,73.33,420,Nike Team Sales
PRD_145,Foldable Yoga Mat,Sports & Outdoors,88.4,52.32,390,Sports Direct Trade
PRD_146,Lightweight Hiking Pole,Sports & Outdoors,247.24,170.03,155,Sports Direct Trade
PRD_147,Insulated Sleeping Bag,Sports & Outdoors,241.65,117.89,339,Nike Team Sales
PRD_148,Adjustable Resistance Band Set,Sports & Outdoors,220.17,128.16,538,Sports Direct Trade
PRD_149,Adjustable Water Bottle,Sports & Outdoors,16.63,8.2,158,Nike Team Sales
PRD_150,Training Running Backpack,Sports & Outdoors,124.26,92.05,346,Mountain Warehouse Trade
PRD_151,Insulated Cycling Helmet,Sports & Outdoors,177.16,114.26,336,Mountain Warehouse Trade
PRD_152,All-Weather Dumbbell Set,Sports & Outdoors,103.05,56.16,499,Mountain Warehouse Trade
PRD_153,Adjustable Hiking Pole,Sports & Outdoors,21.5,10.12,294,Adidas Wholesale
PRD_154,Foldable Hiking Pole,Sports & Outdoors,189.97,110.22,100,Nike Team Sales
PRD_155,Pro Fitness Tracker Strap,Sports & Outdoors,118.14,77.76,29,Nike Team Sales
PRD_156,Training Water Bottle,Sports & Outdoors,89.87,41.95,367,Decathlon Pro
PRD_157,Lightweight Water Bottle,Sports & Outdoors,115.06,60.21,421,Mountain Warehouse Trade
PRD_158,Adjustable Yoga Mat,Sports & Outdoors,174.58,87.99,179,Nike Team Sales
PRD_159,Insulated Fitness Tracker Strap,Sports & Outdoors,157.44,88.92,246,Sports Direct Trade
PRD_160,Waterproof Cycling Helmet,Sports & Outdoors,229.33,113.04,472,Decathlon Pro
PRD_161,Advanced Design Thinking Guide,Books,23.09,15.05,268,Pearson Wholesale
PRD_162,Complete Project Management Handbook,Books,20.8,13.34,380,Penguin Random House
PRD_163,Essential Design Thinking Guide,Books,29.91,17.69,574,Hachette UK
PRD_164,Advanced Finance Basics,Books,37.36,19.29,64,Macmillan Distribution
PRD_165,Illustrated Leadership Manual,Books,37.18,20.1,418,Penguin Random House
PRD_166,Pocket Design Thinking Guide,Books,13.32,9.78,311,Macmillan Distribution
PRD_167,Essential Data Analysis Guide,Books,12.59,6.55,550,HarperCollins
PRD_168,Advanced Python Workbook,Books,21.04,11.81,553,Macmillan Distribution
PRD_169,Advanced Data Analysis Guide,Books,27.2,18.17,424,Penguin Random House
PRD_170,Beginner's Python Workbook,Books,34.83,22.11,286,Penguin Random House
PRD_171,Comprehensive Cybersecurity Primer,Books,30.39,15.66,455,HarperCollins
PRD_172,Complete Design Thinking Guide,Books,35.51,17.04,376,Pearson Wholesale
PRD_173,Professional Python Workbook,Books,36.94,23.77,62,Macmillan Distribution
PRD_174,Advanced Cybersecurity Primer,Books,17.54,12.99,465,Penguin Random House
PRD_175,Illustrated Project Management Handbook,Books,29.54,18.98,21,Penguin Random House
PRD_176,Pocket Excel Reference,Books,33.38,17.46,128,Pearson Wholesale
PRD_177,Pocket Leadership Manual,Books,15.35,10.73,567,HarperCollins
PRD_178,Professional Finance Basics,Books,27.17,18.85,238,Hachette UK
PRD_179,Essential Marketing Playbook,Books,33.0,22.66,2,Hachette UK
PRD_180,Practical Data Analysis Guide,Books,35.6,17.57,133,Pearson Wholesale
PRD_181,Professional Data Analysis Guide,Books,16.76,8.42,26,HarperCollins
PRD_182,Practical Finance Basics,Books,9.45,6.49,243,Pearson Wholesale
PRD_183,Complete Leadership Manual,Books,19.03,9.56,53,HarperCollins
PRD_184,Advanced Leadership Manual,Books,31.98,19.44,65,Macmillan Distribution
PRD_185,Comprehensive Statistics Handbook,Books,22.89,12.79,111,Macmillan Distribution
PRD_186,Illustrated Marketing Playbook,Books,24.61,18.05,44,Pearson Wholesale
PRD_187,Beginner's Finance Basics,Books,18.34,11.79,31,Penguin Random House
PRD_188,Comprehensive Marketing Playbook,Books,39.95,28.13,436,Penguin Random House
PRD_189,Practical Design Thinking Guide,Books,24.19,17.49,75,Penguin Random House
PRD_190,Comprehensive Data Analysis Guide,Books,18.98,9.39,129,Hachette UK
PRD_191,Essential Leadership Manual,Books,28.34,17.73,332,Macmillan Distribution
PRD_192,Beginner's Design Thinking Guide,Books,39.82,24.26,464,Pearson Wholesale
PRD_193,Practical Project Management Handbook,Books,27.76,13.32,117,Pearson Wholesale
PRD_194,Complete Excel Reference,Books,31.34,16.12,462,HarperCollins
PRD_195,Professional Project Management Handbook,Books,21.82,15.24,408,Macmillan Distribution
PRD_196,Practical Cybersecurity Primer,Books,31.61,17.19,320,Hachette UK
PRD_197,Essential Finance Basics,Books,20.59,10.21,485,Penguin Random House
PRD_198,Beginner's Marketing Playbook,Books,11.82,5.62,442,Penguin Random House
PRD_199,Complete Marketing Playbook,Books,32.07,18.02,133,Pearson Wholesale
PRD_200,Pocket Project Management Handbook,Books,10.85,8.0,575,Hachette UK
PRD_201,Classic Sweatshirt,Clothing,59.29,26.82,440,ASOS Supply
PRD_202,Waterproof Jacket,Clothing,32.43,19.77,235,Under Armour Trade
PRD_203,Slim Fit Shorts,Clothing,90.42,58.81,362,Next Sourcing
PRD_204,Slim Fit Jacket,Clothing,68.59,46.13,446,Next Sourcing
PRD_205,Crew Neck Joggers,Clothing,77.06,36.48,320,Under Armour Trade
PRD_206,Classic Jacket,Clothing,72.94,41.67,427,M&S Wholesale
PRD_207,Performance Hoodie,Clothing,30.54,13.93,332,ASOS Supply
PRD_208,Performance Raincoat,Clothing,123.17,78.27,370,Next Sourcing
PRD_209,Lightweight Shorts,Clothing,73.95,35.63,446,Under Armour Trade
PRD_210,Cotton Jacket,Clothing,69.05,32.7,317,M&S Wholesale
PRD_211,Waterproof Hoodie,Clothing,44.9,30.7,78,Under Armour Trade
PRD_212,Crew Neck Jacket,Clothing,100.48,61.21,198,M&S Wholesale
PRD_213,Crew Neck T-Shirt,Clothing,62.39,46.01,151,ASOS Supply
PRD_214,Crew Neck Raincoat,Clothing,28.87,15.21,177,Under Armour Trade
PRD_215,Thermal Hoodie,Clothing,35.63,24.15,77,ASOS Supply
PRD_216,Lightweight Polo Shirt,Clothing,143.41,91.55,475,Under Armour Trade
PRD_217,Zip-Up Fleece,Clothing,117.57,68.74,578,Under Armour Trade
PRD_218,Crew Neck Fleece,Clothing,58.62,43.45,323,ASOS Supply
PRD_219,Thermal Raincoat,Clothing,74.36,43.92,310,M&S Wholesale
PRD_220,Lightweight Jacket,Clothing,94.83,52.69,75,M&S Wholesale
PRD_221,Thermal Shorts,Clothing,77.33,35.67,377,M&S Wholesale
PRD_222,Slim Fit Raincoat,Clothing,25.35,17.98,92,Under Armour Trade
PRD_223,Relaxed Fit Joggers,Clothing,95.19,53.82,594,Under Armour Trade
PRD_224,Classic Shorts,Clothing,143.81,96.59,42,Puma Teamwear
PRD_225,Zip-Up Polo Shirt,Clothing,137.71,85.59,192,M&S Wholesale
PRD_226,Waterproof T-Shirt,Clothing,96.67,58.04,63,Puma Teamwear
PRD_227,Relaxed Fit Sweatshirt,Clothing,28.96,20.84,351,Next Sourcing
PRD_228,Relaxed Fit Shorts,Clothing,83.1,41.7,253,Puma Teamwear
PRD_229,Thermal Oxford Shirt,Clothing,148.77,90.34,162,M&S Wholesale
PRD_230,Relaxed Fit Fleece,Clothing,65.33,34.94,418,M&S Wholesale
PRD_231,Relaxed Fit T-Shirt,Clothing,106.64,49.66,342,Next Sourcing
PRD_232,Slim Fit Sweatshirt,Clothing,59.5,36.73,395,M&S Wholesale
PRD_233,Waterproof Sweatshirt,Clothing,49.01,34.58,153,M&S Wholesale
PRD_234,Waterproof Shorts,Clothing,25.99,16.87,358,M&S Wholesale
PRD_235,Performance Sweatshirt,Clothing,145.63,96.05,401,ASOS Supply
PRD_236,Zip-Up Jacket,Clothing,95.32,69.72,317,Under Armour Trade
PRD_237,Crew Neck Shorts,Clothing,65.84,45.26,130,Under Armour Trade
PRD_238,Performance T-Shirt,Clothing,27.61,17.98,520,M&S Wholesale
PRD_239,Performance Shorts,Clothing,17.45,9.47,219,M&S Wholesale
PRD_240,Cotton T-Shirt,Clothing,142.93,85.17,231,ASOS Supply
PRD_241,Nourishing Face Serum,Beauty,15.77,7.8,540,Coty Distribution
PRD_242,Balancing Hand Cream,Beauty,10.55,5.66,308,L'Oréal Professional
PRD_243,Brightening Face Serum,Beauty,7.38,4.25,468,L'Oréal Professional
PRD_244,Daily Body Lotion,Beauty,10.53,7.6,548,L'Oréal Professional
PRD_245,Repairing Moisturiser,Beauty,36.59,22.78,147,Unilever Beauty
PRD_246,Revitalising Face Serum,Beauty,26.45,16.78,246,Salon Services
PRD_247,Gentle Face Serum,Beauty,25.82,16.77,87,Salon Services
PRD_248,Nourishing Conditioner,Beauty,53.72,25.26,538,Salon Services
PRD_249,Brightening Body Lotion,Beauty,30.36,22.66,567,L'Oréal Professional
PRD_250,Soothing Face Serum,Beauty,24.51,14.49,396,Unilever Beauty
PRD_251,Repairing Shampoo,Beauty,17.67,8.04,69,Unilever Beauty
PRD_252,Brightening Shampoo,Beauty,17.05,11.03,106,Salon Services
PRD_253,Repairing Hand Cream,Beauty,41.75,22.95,45,Unilever Beauty
PRD_254,Soothing Moisturiser,Beauty,32.29,22.41,179,Coty Distribution
PRD_255,Daily Moisturiser,Beauty,54.03,32.07,186,PZ Cussons
PRD_256,Repairing Body Lotion,Beauty,8.15,5.57,468,L'Oréal Professional
PRD_257,Fragrance-Free Face Cleanser,Beauty,19.66,9.11,204,L'Oréal Professional
PRD_258,Brightening Face Cleanser,Beauty,20.77,11.28,407,Salon Services
PRD_259,Soothing Sunscreen,Beauty,28.66,13.21,195,Unilever Beauty
PRD_260,Nourishing Sunscreen,Beauty,22.84,15.63,339,Unilever Beauty
PRD_261,Nourishing Moisturiser,Beauty,11.21,6.28,409,Coty Distribution
PRD_262,Hydrating Shampoo,Beauty,49.72,28.14,191,Coty Distribution
PRD_263,Fragrance-Free Lip Balm,Beauty,39.59,22.18,531,Unilever Beauty
PRD_264,Repairing Face Cleanser,Beauty,45.05,30.1,80,Coty Distribution
PRD_265,Revitalising Moisturiser,Beauty,35.11,24.46,558,Unilever Beauty
PRD_266,Fragrance-Free Body Lotion,Beauty,21.05,9.98,302,Unilever Beauty
PRD_267,Fragrance-Free Face Serum,Beauty,27.29,18.16,170,Coty Distribution
PRD_268,Hydrating Moisturiser,Beauty,22.57,10.44,361,Salon Services
PRD_269,Revitalising Conditioner,Beauty,54.9,29.23,58,L'Oréal Professional
PRD_270,Hydrating Face Cleanser,Beauty,38.55,22.05,525,PZ Cussons
PRD_271,Balancing Shampoo,Beauty,52.63,25.94,448,L'Oréal Professional
PRD_272,Gentle Shampoo,Beauty,11.3,5.89,375,Unilever Beauty
PRD_273,Fragrance-Free Conditioner,Beauty,24.13,14.96,157,Coty Distribution
PRD_274,Revitalising Body Lotion,Beauty,52.43,29.44,78,Salon Services
PRD_275,Nourishing Shampoo,Beauty,11.87,6.65,321,Unilever Beauty
PRD_276,Gentle Hand Cream,Beauty,17.47,8.46,190,Coty Distribution
PRD_277,Repairing Lip Balm,Beauty,30.88,22.36,120,Unilever Beauty
PRD_278,Balancing Moisturiser,Beauty,43.74,28.92,219,Salon Services
PRD_279,Gentle Lip Balm,Beauty,19.27,13.97,502,PZ Cussons
PRD_280,Revitalising Hand Cream,Beauty,11.12,7.85,462,PZ Cussons
PRD_281,Executive Printer Paper,Office Supplies,196.72,133.79,426,Ryman Trade
PRD_282,A4 Stapler,Office Supplies,193.13,115.76,558,Staples Business
PRD_283,Adjustable Whiteboard,Office Supplies,193.99,104.88,250,Office Depot
PRD_284,Premium Whiteboard,Office Supplies,92.03,43.43,61,Lyreco
PRD_285,Premium Stapler,Office Supplies,134.11,79.83,208,Staples Business
PRD_286,Colour Monitor Riser,Office Supplies,183.56,99.82,326,Staples Business
PRD_287,Premium Printer Paper,Office Supplies,292.7,143.2,379,Ryman Trade
PRD_288,A4 Notebook,Office Supplies,170.24,92.91,477,Bunzl
PRD_289,Magnetic Notebook,Office Supplies,83.16,43.61,99,Bunzl
PRD_290,Ergonomic Whiteboard,Office Supplies,89.89,50.81,428,Lyreco
PRD_291,Heavy Duty Printer Paper,Office Supplies,288.95,208.24,335,Ryman Trade
PRD_292,Ergonomic Desk Chair,Office Supplies,217.44,110.23,163,Office Depot
PRD_293,Ergonomic Label Maker,Office Supplies,298.8,176.31,315,Office Depot
PRD_294,Portable Document Shredder,Office Supplies,10.85,7.96,517,Office Depot
PRD_295,Executive Stapler,Office Supplies,290.13,149.28,361,Bunzl
PRD_296,A4 Document Shredder,Office Supplies,18.95,11.34,481,Staples Business
PRD_297,Colour Notebook,Office Supplies,162.85,114.67,441,Lyreco
PRD_298,Colour Printer Paper,Office Supplies,265.2,177.22,412,Staples Business
PRD_299,Heavy Duty Stapler,Office Supplies,17.38,8.09,575,Lyreco
PRD_300,Desktop Desk Chair,Office Supplies,111.3,59.72,395,Ryman Trade
PRD_301,Portable Printer Paper,Office Supplies,137.29,84.43,121,Lyreco
PRD_302,Executive Filing Cabinet,Office Supplies,292.61,166.25,347,Ryman Trade
PRD_303,Executive Label Maker,Office Supplies,281.92,190.72,203,Ryman Trade
PRD_304,Adjustable Monitor Riser,Office Supplies,154.69,92.82,46,Bunzl
PRD_305,A4 Monitor Riser,Office Supplies,44.55,24.5,485,Ryman Trade
PRD_306,Portable Stapler,Office Supplies,139.26,88.0,527,Lyreco
PRD_307,A4 Desk Chair,Office Supplies,101.07,64.07,166,Office Depot
PRD_308,Desktop Document Shredder,Office Supplies,297.21,199.66,306,Ryman Trade
PRD_309,Portable Whiteboard,Office Supplies,103.56,72.34,545,Office Depot
PRD_310,Magnetic Filing Cabinet,Office Supplies,213.78,115.43,17,Staples Business
PRD_311,Executive Desk Organiser,Office Supplies,102.04,49.27,426,Ryman Trade
PRD_312,Colour Desk Chair,Office Supplies,95.06,68.41,27,Ryman Trade
PRD_313,Ergonomic Printer Paper,Office Supplies,144.47,106.93,592,Ryman Trade
PRD_314,Adjustable Label Maker,Office Supplies,71.34,33.2,491,Lyreco
PRD_315,Executive Desk Chair,Office Supplies,159.16,106.06,389,Lyreco
PRD_316,Ergonomic Notebook,Office Supplies,247.2,129.2,586,Bunzl
PRD_317,Ergonomic Filing Cabinet,Office Supplies,60.46,35.21,428,Lyreco
PRD_318,A4 Filing Cabinet,Office Supplies,126.23,64.52,513,Ryman Trade
PRD_319,Magnetic Desk Chair,Office Supplies,276.46,196.8,63,Lyreco
PRD_320,A4 Desk Organiser,Office Supplies,157.52,97.39,489,Ryman Trade
PRD_321,Interactive Train Set,Toys & Games,28.86,19.47,296,Hasbro Distribution
PRD_322,Creative Craft Kit,Toys & Games,9.03,5.6,109,Ravensburger Trade
PRD_323,Deluxe Train Set,Toys & Games,39.86,29.76,556,Character Options
PRD_324,Educational Train Set,Toys & Games,63.31,46.32,516,Learning Resources UK
PRD_325,Wooden Action Figure,Toys & Games,38.55,26.7,338,Mattel Wholesale
PRD_326,Wooden Board Game,Toys & Games,89.88,57.93,190,Hasbro Distribution
PRD_327,Deluxe Card Game,Toys & Games,90.49,62.19,581,Mattel Wholesale
PRD_328,Mini Board Game,Toys & Games,27.65,19.54,415,Learning Resources UK
PRD_329,Junior Puzzle Set,Toys & Games,65.7,31.27,97,Mattel Wholesale
PRD_330,Classic Card Game,Toys & Games,117.94,69.97,254,Hasbro Distribution
PRD_331,Interactive Craft Kit,Toys & Games,37.2,19.37,273,Ravensburger Trade
PRD_332,Deluxe Craft Kit,Toys & Games,41.81,27.88,11,Ravensburger Trade
PRD_333,Mini Doll House,Toys & Games,81.2,53.42,63,Hasbro Distribution
PRD_334,Interactive Board Game,Toys & Games,60.11,29.93,514,Ravensburger Trade
